1 0.0 0.0 0.0 0.0
2 0.5 0.5 0.5 0.5
3 1.33 1.33 1.2 1.33
4 2.0 2.5 2.08 2.0
5 3.0 4.0 3.14 2.8
6 4.0 5.83 4.35 3.67
7 5.0 8.0 5.67 4.71
8 5.88 10.5 7.06 5.88
9 7.0 13.33 8.61 7.0
10 8.2 16.5 10.19 8.2
11 9.45 20.0 11.86 9.55
12 10.67 23.83 13.65 10.83
13 11.92 28.0 15.42 12.23
14 13.14 32.5 17.27 13.57
15 14.33 37.33 19.22 15.0
16 15.44 42.5 21.14 16.56
17 16.71 48.0 23.19 18.12
18 18.06 53.83 25.28 19.72
19 19.47 60.0 27.38 21.37
20 20.9 66.5 29.43 23.0
21 22.38 73.33 31.64 24.67
22 23.86 80.5 33.92 26.36
23 25.35 88.0 36.17 28.13
24 26.79 95.83 38.56 29.92
25 28.28 104.0 41.0 31.72
26 29.77 112.5 43.37 33.5
27 31.26 121.33 45.89 35.37
28 32.71 130.5 48.45 37.21
29 34.17 140.0 51.01 39.1
30 35.6 149.83 53.5 40.93
31 37.0 160.0 56.04 42.81
32 38.34 170.5 58.67 44.78
33 39.79 181.33 61.29 46.76
34 41.29 192.5 64.0 48.76
35 42.86 204.0 66.63 50.8
36 44.44 215.83 69.4 52.86
37 46.08 228.0 72.18 54.92
38 47.74 240.5 74.94 57.0
39 49.41 253.33 77.82 59.1
40 51.08 266.5 80.73 61.23
41 52.78 280.0 83.59 63.34
42 54.5 293.83 86.45 65.48
43 56.23 308.0 89.32 67.65
44 57.95 322.5 92.29 69.82
45 59.69 337.33 95.19 72.02
46 61.41 352.5 98.23 74.22
47 63.13 368.0 101.11 76.45
48 64.81 383.83 104.04 78.71
49 66.53 400.0 107.04 80.98
50 68.26 416.5 110.05 83.24
51 70.0 433.33 113.06 85.55
52 71.73 450.5 116.12 87.83
53 73.47 468.0 119.2 90.13
54 75.2 485.83 122.36 92.41
55 76.93 504.0 125.59 94.73
56 78.62 522.5 128.83 97.07
57 80.33 541.33 131.95 99.42
58 82.03 560.5 135.17 101.74
59 83.73 580.0 138.29 104.12
60 85.4 599.83 141.54 106.47
61 87.07 620.0 144.66 108.84
62 88.71 640.5 147.94 111.16
63 90.33 661.33 151.18 113.51
64 91.92 682.5 154.37 115.92
65 93.57 704.0 157.61 118.34
66 95.26 725.83 161.0 120.77
67 96.99 748.0 164.47 123.24
68 98.74 770.5 167.72 125.72
69 100.52 793.33 171.02 128.2
70 102.33 816.5 174.36 130.69
71 104.15 840.0 177.76 133.18
72 105.99 863.83 181.14 135.72
73 107.85 888.0 184.57 138.25
74 109.73 912.5 188.14 140.78
75 111.63 937.33 191.56 143.35
76 113.53 962.5 194.93 145.91
77 115.44 988.0 198.35 148.48
78 117.36 1013.83 201.83 151.05
79 119.28 1040.0 205.27 153.63
80 121.19 1066.5 208.84 156.24
81 123.12 1093.33 212.41 158.84
82 125.07 1120.5 215.88 161.45
83 127.04 1148.0 219.4 164.07
84 129.0 1175.83 222.81 166.69
85 130.98 1204.0 226.29 169.32
86 132.95 1232.5 229.81 171.95
87 134.93 1261.33 233.42 174.61
88 136.9 1290.5 236.98 177.27
89 138.88 1320.0 240.61 179.94
90 140.86 1349.83 244.16 182.61
91 142.84 1380.0 247.62 185.31
92 144.8 1410.5 251.33 188.0
93 146.77 1441.33 254.99 190.71
94 148.73 1472.5 258.71 193.4
95 150.68 1504.0 262.37 196.12
96 152.61 1535.83 266.0 198.85
97 154.57 1568.0 269.77 201.6
98 156.53 1600.5 273.34 204.34
99 158.51 1633.33 277.05 207.1
100 160.48 1666.5 280.78 209.86
